Race,Year,State,Deaths,Population,Crude_Rate,Age_Adj_Death_Rate
White,2006,Louisiana,1057,2834087,37.3,34.8
White,2006,Maine,475,1284124,37,29.3
White,2006,Maryland,751,3584885,20.9,17.7
White,2006,Massachusetts,1506,5553858,27.1,20.1
White,2006,Michigan,2190,8208506,26.7,22.9
White,2006,Minnesota,1283,4620491,27.8,22.8
White,2006,Mississippi,594,1782659,33.3,29.3
White,2006,Missouri,1552,5002188,31,25.7
White,2006,Montana,223,874054,25.5,20.2
White,2006,Nebraska,491,1630684,30.1,23.4
White,2006,Nevada,263,2060010,12.8,16.6
White,2006,New Hampshire,371,1258795,29.5,27.3
White,2006,New Jersey,1573,6632976,23.7,17.9
White,2006,New Mexico,342,1672039,20.5,20.4
White,2006,New York,1911,14077386,13.6,10.3
White,2006,North Carolina,1943,6600137,29.4,28.1
White,2006,North Dakota,314,598442,52.5,34.4
White,2006,Ohio,3284,9793409,33.5,27.7
White,2006,Oklahoma,856,2873569,29.8,25.4
White,2006,Oregon,1216,3360395,36.2,29.9
White,2006,Pennsylvania,3174,10724159,29.6,20.1
White,2006,Rhode Island,291,942374,30.9,20.6
White,2006,South Carolina,1145,3003350,38.1,36.3
White,2006,South Dakota,328,693610,47.3,31.6
White,2006,Tennessee,1926,4926508,39.1,36.9
White,2006,Texas,4528,19346962,23.4,28.7
White,2006,Utah,384,2374257,16.2,22.9
White,2006,Vermont,185,605116,30.6,26.6
White,2006,Virginia,1392,5654946,24.6,24.5
White,2006,Washington,2373,5458060,43.5,40.1
White,2006,West Virginia,488,1744654,28,23.1
White,2006,Wisconsin,1555,5024117,31,24.4
White,2006,Wyoming,111,497710,22.3,22.9
White,2007,Alabama,1274,3340633,38.1,33.7
White,2007,Alaska,56,490413,11.4,24.7
White,2007,Arizona,1988,5354405,37.1,34.8
White,2007,Arkansas,754,2328952,32.4,27
White,2007,California,7725,27832336,27.8,27.9
White,2007,Colorado,1075,4346486,24.7,28.7
White,2007,Connecticut,736,2979313,24.7,16.8
White,2007,Delaware,182,645106,28.2,22.8
White,2007,District of Columbia,54,228646,23.6,27.2
White,2007,Florida,4377,14750985,29.7,18.9
White,2007,Georgia,1592,6101972,26.1,29.5
White,2007,Hawaii,84,397872,21.1,22.5
White,2007,Idaho,410,1441249,28.4,29.4
White,2007,Illinois,2470,10078343,24.5,20.8
White,2007,Indiana,1581,5637322,28,25.2
White,2007,Iowa,1192,2837532,42,28.8
White,2007,Kansas,829,2492659,33.3,25.8
White,2007,Kentucky,1156,3846623,30.1,29.3
White,2007,Louisiana,1106,2861100,38.7,35.6
White,2007,Maine,468,1285828,36.4,28.2
White,2007,Maryland,721,3578891,20.1,16.5
White,2007,Massachusetts,1651,5552029,29.7,21.7
White,2007,Michigan,2303,8170744,28.2,23.5
White,2007,Minnesota,1157,4640023,24.9,20
White,2007,Mississippi,645,1792287,36,31.3
White,2007,Missouri,1588,5033689,31.5,25.9
White,2007,Montana,254,884439,28.7,22.6
White,2007,Nebraska,501,1637196,30.6,23.5
White,2007,Nevada,232,2107687,11,14
White,2007,New Hampshire,418,1261147,33.1,29.8
White,2007,New Jersey,1689,6615252,25.5,18.8
White,2007,New Mexico,308,1693476,18.2,17.6
White,2007,New York,1865,14051624,13.3,9.9
White,2007,North Carolina,2119,6733129,31.5,29.6
White,2007,North Dakota,389,600351,64.8,41.9
White,2007,Ohio,3381,9789179,34.5,27.9
White,2007,Oklahoma,864,2897699,29.8,25.4
White,2007,Oregon,1177,3399653,34.6,28.2
White,2007,Pennsylvania,3360,10735235,31.3,20.9
White,2007,Rhode Island,322,934336,34.5,22.5
White,2007,South Carolina,1150,3068677,37.5,34.9
White,2007,South Dakota,340,699485,48.6,32.2
White,2007,Tennessee,2061,4992038,41.3,38.6
White,2007,Texas,4435,19694301,22.5,27.3
White,2007,Utah,389,2437796,16,22.5
White,2007,Vermont,204,604985,33.7,28.7
White,2007,Virginia,1472,5692111,25.9,25.2
White,2007,Washington,2582,5514266,46.8,42.8
White,2007,West Virginia,524,1749103,30,24.4
White,2007,Wisconsin,1613,5043468,32,24.7
White,2007,Wyoming,110,508757,21.6,22.3
White,2008,Alabama,1288,3366536,38.3,33.6
White,2008,Alaska,65,493965,13.2,27.7
White,2008,Arizona,2018,5429954,37.2,34.3
White,2008,Arkansas,814,2346846,34.7,28.9
White,2008,California,9083,27990346,32.5,32
White,2008,Colorado,1304,4414527,29.5,33.6
White,2008,Connecticut,804,2984016,26.9,18.1
White,2008,Delaware,187,650311,28.8,22.7
White,2008,District of Columbia,56,235420,23.8,27.2
White,2008,Florida,4480,14832937,30.2,18.9
White,2008,Georgia,1642,6165916,26.6,29.5
White,2008,Hawaii,78,403775,19.3,20.2
White,2008,Idaho,387,1467743,26.4,27.2
White,2008,Illinois,2923,10102663,28.9,24.3
White,2008,Indiana,1900,5664810,33.5,29.9
White,2008,Iowa,1320,2847918,46.3,31.6
White,2008,Kansas,925,2508363,36.9,28.8
White,2008,Kentucky,1320,3872310,34.1,32.8
White,2008,Louisiana,1116,2883647,38.7,35.3
White,2008,Maine,449,1287317,34.9,26.4
White,2008,Maryland,819,3579667,22.9,18.4
White,2008,Massachusetts,1782,5562217,32,23
White,2008,Michigan,2581,8118649,31.8,26
White,2008,Minnesota,1322,4657575,28.4,22.5
White,2008,Mississippi,753,1799399,41.8,36.3
White,2008,Missouri,1922,5057536,38,30.9
White,2008,Montana,287,894799,32.1,25.4
White,2008,Nebraska,602,1644461,36.6,27.5
White,2008,Nevada,264,2135244,12.4,15.4
White,2008,New Hampshire,391,1262351,31,27.5
White,2008,New Jersey,1737,6611708,26.3,19
White,2008,New Mexico,357,1707457,20.9,19.9
White,2008,New York,2143,14057786,15.2,11.2
White,2008,North Carolina,2249,6856233,32.8,30.6
White,2008,North Dakota,307,603568,50.9,32.9
White,2008,Ohio,3986,9781972,40.7,32.4
White,2008,Oklahoma,995,2917406,34.1,28.9
White,2008,Oregon,1284,3434397,37.4,30.4
White,2008,Pennsylvania,3700,10743098,34.4,22.6
White,2008,Rhode Island,352,929381,37.9,24.7
White,2008,South Carolina,1256,3129618,40.1,36.9
White,2008,South Dakota,395,704618,56.1,37.7
White,2008,Tennessee,2198,5046296,43.6,40.4
White,2008,Texas,4911,20037899,24.5,29.5
White,2008,Utah,400,2495003,16,22.6
White,2008,Vermont,216,605092,35.7,29.7
White,2008,Virginia,1523,5733461,26.6,25.5
White,2008,Washington,2987,5577318,53.6,48.4
White,2008,West Virginia,647,1753592,36.9,29.8
White,2008,Wisconsin,1614,5060201,31.9,24.4
White,2008,Wyoming,124,519057,23.9,24.5
White,2009,Alabama,1285,3389202,37.9,32.9
White,2009,Alaska,59,499867,11.8,23.9
White,2009,Arizona,2027,5464047,37.1,33.3
White,2009,Arkansas,807,2361582,34.2,28.2
White,2009,California,8897,28147510,31.6,30.5
White,2009,Colorado,1270,4478565,28.4,31.6
White,2009,Connecticut,745,2985844,25,16.6
White,2009,Delaware,142,652605,21.8,16.9
White,2009,District of Columbia,37,247187,15,17.5
White,2009,Florida,4322,14894191,29,17.8
White,2009,Georgia,1574,6204180,25.4,27.7
White,2009,Hawaii,74,406833,18.2,18.3
White,2009,Idaho,369,1485165,24.8,25.1
White,2009,Illinois,2584,10123738,25.5,21.2
White,2009,Indiana,1801,5681764,31.7,27.8
White,2009,Iowa,1249,2856456,43.7,29.8
White,2009,Kansas,774,2525097,30.7,24.1
White,2009,Kentucky,1289,3889498,33.1,31.7
White,2009,Louisiana,1109,2910509,38.1,34.5
White,2009,Maine,464,1284844,36.1,27
White,2009,Maryland,770,3587821,21.5,16.9
White,2009,Massachusetts,1653,5581686,29.6,21.2
White,2009,Michigan,2432,8073343,30.1,24
White,2009,Minnesota,1332,4672941,28.5,22.3
White,2009,Mississippi,741,1803266,41.1,35.2
White,2009,Missouri,1646,5081387,32.4,26.2
White,2009,Montana,251,900620,27.9,21.6
White,2009,Nebraska,560,1656315,33.8,25.6
White,2009,Nevada,292,2148708,13.6,16.3
White,2009,New Hampshire,367,1260984,29.1,25.2
White,2009,New Jersey,1740,6615988,26.3,18.6
White,2009,New Mexico,358,1725799,20.7,19.3
White,2009,New York,2202,14072238,15.6,11.3
White,2009,North Carolina,2250,6939518,32.4,29.7
White,2009,North Dakota,364,609013,59.8,39.3
White,2009,Ohio,3553,9775738,36.3,28.4
White,2009,Oklahoma,910,2946778,30.9,26
White,2009,Oregon,1194,3462337,34.5,27.8
White,2009,Pennsylvania,3403,10758201,31.6,20.6
White,2009,Rhode Island,315,925159,34,22.2
White,2009,South Carolina,1223,3174776,38.5,34.7
White,2009,South Dakota,400,709532,56.4,37.4
White,2009,Tennessee,2012,5086681,39.6,36.1
White,2009,Texas,4668,20386890,22.9,27.3
White,2009,Utah,367,2547024,14.4,19.9
White,2009,Vermont,190,604741,31.4,25.7
White,2009,Virginia,1490,5782225,25.8,24.2
White,2009,Washington,2885,5644881,51.1,45.8
White,2009,West Virginia,551,1758904,31.3,25.1
White,2009,Wisconsin,1569,5075213,30.9,23.3
White,2009,Wyoming,130,531442,24.5,25.1
White,2010,Alabama,1305,3399975,38.4,32.9
White,2010,Alaska,70,507431,13.8,27.4
White,2010,Arizona,2228,5493590,40.6,35.6
White,2010,Arkansas,876,2373667,36.9,30.2
White,2010,California,9703,28280715,34.3,32.7
White,2010,Colorado,1294,4520301,28.6,31.6
White,2010,Connecticut,795,2987138,26.6,17.6
White,2010,Delaware,183,654944,27.9,21.3
White,2010,District of Columbia,42,255534,16.4,20.8
White,2010,Florida,4528,14989125,30.2,18.3
White,2010,Georgia,1745,6223554,28,30.1
White,2010,Hawaii,74,410433,18,17.9
White,2010,Idaho,405,1496784,27.1,26.9
White,2010,Illinois,2661,10136715,26.3,21.5
White,2010,Indiana,1828,5693566,32.1,27.8
White,2010,Iowa,1398,2864005,48.8,33
White,2010,Kansas,806,2538944,31.7,24.6
White,2010,Kentucky,1414,3904888,36.2,34.2
White,2010,Louisiana,1079,2932468,36.8,33
White,2010,Maine,502,1282994,39.1,28.7
White,2010,Maryland,820,3600864,22.8,17.8
White,2010,Massachusetts,1711,5591798,30.6,21.7
White,2010,Michigan,2553,8048819,31.7,24.9
White,2010,Minnesota,1429,4682126,30.5,23.7
White,2010,Mississippi,739,1804239,41,34.6
White,2010,Missouri,1891,5098388,37.1,29.5
White,2010,Montana,292,905118,32.3,24.9
White,2010,Nebraska,553,1666286,33.2,24.9
White,2010,Nevada,283,2152677,13.1,15.3
White,2010,New Hampshire,395,1260654,31.3,27.1
White,2010,New Jersey,1729,6621985,26.1,18.2
White,2010,New Mexico,324,1742790,18.6,17.2
White,2010,New York,2410,14078317,17.1,12.3
White,2010,North Carolina,2418,6985358,34.6,31.2
White,2010,North Dakota,359,615263,58.3,37.4
White,2010,Ohio,3806,9767820,39,30
White,2010,Oklahoma,929,2965869,31.3,26.3
White,2010,Oregon,1275,3476736,36.7,28.9
White,2010,Pennsylvania,3432,10766954,31.9,20.6
White,2010,Rhode Island,332,922331,36,23
White,2010,South Carolina,1309,3198579,40.9,36.4
White,2010,South Dakota,395,714718,55.3,36.5
White,2010,Tennessee,2190,5113124,42.8,38.5
White,2010,Texas,4846,20624991,23.5,27.7
White,2010,Utah,371,2581722,14.4,19.7
White,2010,Vermont,238,605609,39.3,31
White,2010,Virginia,1611,5821714,27.7,25.8
White,2010,Washington,2903,5680004,51.1,44.9
White,2010,West Virginia,583,1763290,33.1,26.3
White,2010,Wisconsin,1723,5083263,33.9,25.5
White,2010,Wyoming,143,535163,26.7,27.1
White,2011,Alabama,1253,3406474,36.8,30.8
White,2011,Alaska,57,514612,11.1,21
White,2011,Arizona,2236,5559757,40.2,33.9
White,2011,Arkansas,901,2386839,37.7,30.4
White,2011,California,10255,28551082,35.9,33.5
White,2011,Colorado,1272,4589200,27.7,29.7
White,2011,Connecticut,782,2984193,26.2,16.8
White,2011,Delaware,183,660104,27.7,20.7
White,2011,District of Columbia,39,266864,14.6,19
White,2011,Florida,4226,15148280,27.9,16.3
White,2011,Georgia,1869,6280506,29.8,30.9
White,2011,Hawaii,74,420022,17.6,17.6
White,2011,Idaho,406,1510289,26.9,26
White,2011,Illinois,2638,10152278,26,20.9
White,2011,Indiana,1953,5711984,34.2,29.1
White,2011,Iowa,1382,2873019,48.1,32.2
White,2011,Kansas,767,2549248,30.1,22.8
White,2011,Kentucky,1419,3924165,36.2,33.4
White,2011,Louisiana,1152,2949133,39.1,34.3
White,2011,Maine,480,1281361,37.5,27
White,2011,Maryland,758,3623463,20.9,15.9
White,2011,Massachusetts,1753,5609013,31.3,21.7
White,2011,Michigan,2652,8026791,33,25.2
White,2011,Minnesota,1425,4706165,30.3,23
White,2011,Mississippi,784,1803538,43.5,35.8
White,2011,Missouri,1823,5110036,35.7,28
White,2011,Montana,254,911044,27.9,20.9
White,2011,Nebraska,584,1678482,34.8,26.1
White,2011,Nevada,329,2163970,15.2,16.9
White,2011,New Hampshire,393,1260043,31.2,25.9
White,2011,New Jersey,1815,6618403,27.4,19
White,2011,New Mexico,412,1758658,23.4,20.9
White,2011,New York,2314,14092429,16.4,11.6
White,2011,North Carolina,2410,7057353,34.1,30
White,2011,North Dakota,407,624328,65.2,41.7
White,2011,Ohio,3775,9759657,38.7,29.1
White,2011,Oklahoma,1044,2991048,34.9,28.7
White,2011,Oregon,1300,3505165,37.1,28.8
White,2011,Pennsylvania,3329,10779681,30.9,19.5
White,2011,Rhode Island,315,919534,34.3,21.7
White,2011,South Carolina,1313,3234809,40.6,35
White,2011,South Dakota,420,721987,58.2,37.2
White,2011,Tennessee,2343,5149029,45.5,39.9
White,2011,Texas,5005,21020190,23.8,27.5
White,2011,Utah,392,2625630,14.9,20.1
White,2011,Vermont,257,605260,42.5,32.7
White,2011,Virginia,1581,5873838,26.9,24.4
White,2011,Washington,3002,5748606,52.2,44.7
White,2011,West Virginia,600,1762304,34,26.5
White,2011,Wisconsin,1769,5096616,34.7,25.5
White,2011,Wyoming,153,537851,28.4,28.2
White,2012,Alabama,1192,3413571,34.9,28.7
White,2012,Alaska,93,518096,18,31.8
White,2012,Arizona,2071,5603585,37,30.4
White,2012,Arkansas,844,2393011,35.3,28.1
White,2012,California,10277,28716573,35.8,32.8
White,2012,Colorado,1266,4647217,27.2,28.6
White,2012,Connecticut,815,2980691,27.3,17.3
White,2012,Delaware,180,664309,27.1,19.7
White,2012,District of Columbia,50,276057,18.1,23.5
White,2012,Florida,4139,15316649,27,15.5
White,2012,Georgia,1718,6317264,27.2,27.7
White,2012,Hawaii,76,426884,17.8,17.5
White,2012,Idaho,345,1519716,22.7,21.8
White,2012,Illinois,2600,10140667,25.6,20.5
White,2012,Indiana,1937,5717757,33.9,28.4
White,2012,Iowa,1318,2877696,45.8,30.4
White,2012,Kansas,763,2557493,29.8,22.8
White,2012,Kentucky,1448,3926441,36.9,33.6
White,2012,Louisiana,1136,2962171,38.4,33.2
White,2012,Maine,430,1280768,33.6,23.5
White,2012,Maryland,728,3643570,20,15.2
White,2012,Massachusetts,1641,5633673,29.1,20.2
White,2012,Michigan,2861,8023676,35.7,26.7
White,2012,Minnesota,1430,4716540,30.3,22.6
White,2012,Mississippi,741,1804534,41.1,32.8
White,2012,Missouri,1757,5112730,34.4,26.5
White,2012,Montana,263,915857,28.7,21.2
White,2012,Nebraska,561,1687030,33.3,24.7
White,2012,Nevada,338,2177660,15.5,16.7
White,2012,New Hampshire,389,1260026,30.9,25.2
White,2012,New Jersey,1739,6619471,26.3,18
White,2012,New Mexico,361,1758585,20.5,17.9
White,2012,New York,2380,14117965,16.9,11.7
White,2012,North Carolina,2424,7107633,34.1,29.1
White,2012,North Dakota,359,636983,56.4,36.8
White,2012,Ohio,3632,9739254,37.3,27.7
White,2012,Oklahoma,980,3003118,32.6,26.7
White,2012,Oregon,1291,3522848,36.6,28.2
White,2012,Pennsylvania,3336,10766181,31,19.4
White,2012,Rhode Island,295,915095,32.2,20.3
White,2012,South Carolina,1384,3266812,42.4,35.8
White,2012,South Dakota,452,726989,62.2,39.8
White,2012,Tennessee,2204,5178755,42.6,36.8
White,2012,Texas,4771,21261333,22.4,25.4
White,2012,Utah,407,2658464,15.3,20.3
White,2012,Vermont,282,604354,46.7,35.4
White,2012,Virginia,1474,5923590,24.9,22.1
White,2012,Washington,3084,5779189,53.4,45.3
White,2012,West Virginia,589,1761559,33.4,25.7
White,2012,Wisconsin,1617,5101525,31.7,22.9
White,2012,Wyoming,122,542938,22.5,21.9
White,2013,Alabama,1189,3417357,34.8,27.9
White,2013,Alaska,61,519545,11.7,20.8
White,2013,Arizona,2288,5650603,40.5,32.2
White,2013,Arkansas,844,2397814,35.2,27.8
White,2013,California,10431,28872300,36.1,32.8
White,2013,Colorado,1268,4712204,26.9,27.6
White,2013,Connecticut,786,2973463,26.4,16.6
White,2013,Delaware,163,668143,24.4,17.4
White,2013,District of Columbia,37,285467,13,16.1
White,2013,Florida,4741,15470380,30.6,17.2
White,2013,Georgia,1660,6329913,26.2,25.9
White,2013,Hawaii,60,436884,13.7,13.8
White,2013,Idaho,340,1533351,22.2,20.9
White,2013,Illinois,2633,10129482,26,20.5
White,2013,Indiana,1996,5732863,34.8,28.8
White,2013,Iowa,1238,2884447,42.9,28.3
White,2013,Kansas,713,2560201,27.8,20.9
White,2013,Kentucky,1412,3932899,35.9,32.2
White,2013,Louisiana,1193,2971695,40.1,33.8
White,2013,Maine,400,1278933,31.3,21.7
White,2013,Maryland,761,3651845,20.8,15.6
White,2013,Massachusetts,1631,5647620,28.9,19.9
White,2013,Michigan,2977,8027063,37.1,27.3
White,2013,Minnesota,1399,4734133,29.6,21.7
White,2013,Mississippi,751,1805480,41.6,32.5
White,2013,Missouri,1904,5124168,37.2,28
White,2013,Montana,262,923756,28.4,20.9
White,2013,Nebraska,545,1694611,32.2,23.6
White,2013,Nevada,414,2191057,18.9,19.7
White,2013,New Hampshire,348,1260482,27.6,21.6
White,2013,New Jersey,1679,6618759,25.4,17.2
White,2013,New Mexico,323,1753479,18.4,15.4
White,2013,New York,2285,14125951,16.2,11.2
White,2013,North Carolina,2425,7160777,33.9,28.2
White,2013,North Dakota,361,655643,55.1,36.9
White,2013,Ohio,3524,9741342,36.2,26.5
White,2013,Oklahoma,1071,3024255,35.4,28.5
White,2013,Oregon,1278,3544037,36.1,27.5
White,2013,Pennsylvania,3142,10743840,29.2,18
White,2013,Rhode Island,339,913178,37.1,22.8
White,2013,South Carolina,1374,3302732,41.6,34.4
White,2013,South Dakota,412,734427,56.1,35.6
White,2013,Tennessee,2312,5202797,44.4,37.7
White,2013,Texas,4844,21512952,22.5,25
White,2013,Utah,404,2697259,15,19.7
White,2013,Vermont,267,604251,44.2,33
White,2013,Virginia,1423,5961061,23.9,20.8
White,2013,Washington,3147,5816503,54.1,45.5
White,2013,West Virginia,581,1758444,33,24.9
White,2013,Wisconsin,1629,5107934,31.9,22.9
White,2013,Wyoming,122,546718,22.3,21.2
White,2014,Alabama,1572,3419940,46,36.3
White,2014,Alaska,57,517504,11,18.5
White,2014,Arizona,2375,5725331,41.5,32
White,2014,Arkansas,1108,2399804,46.2,36
White,2014,California,11015,29112206,37.8,33.9
White,2014,Colorado,1306,4779487,27.3,27.7
White,2014,Connecticut,875,2960214,29.6,18.7
White,2014,Delaware,163,672852,24.2,16.7
White,2014,District of Columbia,40,292649,13.7,16.9
White,2014,Florida,5491,15699343,35,19.3
White,2014,Georgia,2178,6358763,34.3,33.3
White,2014,Hawaii,100,442721,22.6,21.8
White,2014,Idaho,372,1552607,24,22.6
White,2014,Illinois,2922,10101430,28.9,22.6
White,2014,Indiana,2089,5740600,36.4,29.7
White,2014,Iowa,1297,2888971,44.9,29.7
White,2014,Kansas,749,2563233,29.2,21.7
White,2014,Kentucky,1463,3941696,37.1,32.7
White,2014,Louisiana,1351,2980699,45.3,37.9
White,2014,Maine,432,1278430,33.8,22.8
White,2014,Maryland,741,3658054,20.3,15.2
White,2014,Massachusetts,1605,5654782,28.4,19.5
White,2014,Michigan,3073,8023427,38.3,27.8
White,2014,Minnesota,1605,4743448,33.8,24.6
White,2014,Mississippi,878,1803115,48.7,37.5
White,2014,Missouri,1945,5130149,37.9,28.2
White,2014,Montana,253,930226,27.2,19.8
White,2014,Nebraska,497,1701738,29.2,21.7
White,2014,Nevada,554,2217014,25,25.4
White,2014,New Hampshire,394,1261412,31.2,24.2
White,2014,New Jersey,1799,6613281,27.2,18.3
White,2014,New Mexico,428,1750345,24.5,19.9
White,2014,New York,2325,14107369,16.5,11.4
White,2014,North Carolina,2745,7210010,38.1,31.1
White,2014,North Dakota,358,667148,53.7,36.2
White,2014,Ohio,3777,9733011,38.8,28.2
White,2014,Oklahoma,1139,3035813,37.5,29.7
White,2014,Oregon,1375,3570524,38.5,28.9
White,2014,Pennsylvania,3307,10716775,30.9,18.7
White,2014,Rhode Island,396,911548,43.4,26.7
White,2014,South Carolina,1614,3343943,48.3,39.3
White,2014,South Dakota,429,740650,57.9,36.9
White,2014,Tennessee,2436,5235081,46.5,38.9
White,2014,Texas,6214,21851213,28.4,31
White,2014,Utah,574,2730417,21,27.2
White,2014,Vermont,264,602857,43.8,32
White,2014,Virginia,1523,5985615,25.4,21.8
White,2014,Washington,3200,5861584,54.6,45.6
White,2014,West Virginia,604,1752941,34.5,25.6
White,2014,Wisconsin,1823,5109986,35.7,25.1
White,2014,Wyoming,160,548511,29.2,27.1
White,2015,Alabama,1880,3418094,55,42.5
White,2015,Alaska,52,516494,10.1,16.3
White,2015,Arizona,2809,5790662,48.5,36.3
White,2015,Arkansas,1318,2404531,54.8,41.9
White,2015,California,13065,29268218,44.6,39.3
White,2015,Colorado,1545,4860059,31.8,31.7
White,2015,Connecticut,915,2944009,31.1,19.5
White,2015,Delaware,224,677149,33.1,22.7
White,2015,District of Columbia,43,301687,14.3,18.3
White,2015,Florida,6515,15971454,40.8,22.2
White,2015,Georgia,3054,6392399,47.8,45.1
White,2015,Hawaii,123,447725,27.5,26.5
White,2015,Idaho,548,1570040,34.9,32
White,2015,Illinois,3264,10058772,32.4,25
White,2015,Indiana,2382,5745559,41.5,33.5
White,2015,Iowa,1325,2895570,45.8,30.1
White,2015,Kansas,819,2564958,31.9,23.3
White,2015,Kentucky,1623,3945716,41.1,35.6
White,2015,Louisiana,1633,2990198,54.6,44.9
White,2015,Maine,540,1276636,42.3,28.5
White,2015,Maryland,875,3652546,24,17.5
White,2015,Massachusetts,1731,5663975,30.6,20.7
White,2015,Michigan,3439,8018858,42.9,30.9
White,2015,Minnesota,1749,4753022,36.8,26.3
White,2015,Mississippi,1127,1797286,62.7,47.3
White,2015,Missouri,2033,5137798,39.6,29.2
White,2015,Montana,273,937867,29.1,21
White,2015,Nebraska,585,1709900,34.2,25
White,2015,Nevada,783,2243778,34.9,34.6
White,2015,New Hampshire,428,1263680,33.9,25.7
White,2015,New Jersey,2075,6596284,31.5,21
White,2015,New Mexico,463,1745634,26.5,20.8
White,2015,New York,2809,14080073,20,13.6
White,2015,North Carolina,3212,7259904,44.2,35.5
White,2015,North Dakota,374,678936,55.1,37.2
White,2015,Ohio,4295,9722459,44.2,31.7
White,2015,Oklahoma,1370,3052773,44.9,35.2
White,2015,Oregon,1603,3614034,44.4,33.5
White,2015,Pennsylvania,3776,10695940,35.3,21.4
White,2015,Rhode Island,436,908987,48,29
White,2015,South Carolina,2040,3390607,60.2,48.4
White,2015,South Dakota,418,743966,56.2,35.8
White,2015,Tennessee,2821,5267640,53.6,44.1
White,2015,Texas,8144,22188899,36.7,39.5
White,2015,Utah,898,2774714,32.4,41.7
White,2015,Vermont,298,601224,49.6,35.5
White,2015,Virginia,1912,6003584,31.8,26.6
White,2015,Washington,3335,5923371,56.3,46.5
White,2015,West Virginia,721,1745625,41.3,30.1
White,2015,Wisconsin,2015,5111213,39.4,27.5
White,2015,Wyoming,151,550547,27.4,25
White,2016,Alabama,2123,3416909,62.1,47.1
White,2016,Alaska,85,516247,16.5,25.8
White,2016,Arizona,2925,5867696,49.8,36.2
White,2016,Arkansas,1342,2411255,55.7,42
White,2016,California,13395,29284600,45.7,39.7
White,2016,Colorado,1766,4932273,35.8,35.4
White,2016,Connecticut,977,2924274,33.4,20.7
White,2016,Delaware,272,679017,40.1,26.8
White,2016,District of Columbia,44,309313,14.2,19.3
White,2016,Florida,6669,16228615,41.1,22.1
White,2016,Georgia,3244,6410781,50.6,47
White,2016,Hawaii,125,435637,28.7,26.8
White,2016,Idaho,599,1596443,37.5,34.2
White,2016,Illinois,3416,10006563,34.1,26
White,2016,Indiana,2529,5744213,44,35.2
White,2016,Iowa,1398,2894851,48.3,31.5
White,2016,Kansas,809,2561433,31.6,23
White,2016,Kentucky,1653,3952664,41.8,35.8
White,2016,Louisiana,1756,2993420,58.7,47.1
White,2016,Maine,575,1277480,45,29.9
White,2016,Maryland,943,3639880,25.9,18.6
White,2016,Massachusetts,1636,5656810,28.9,19.3
White,2016,Michigan,3907,8015307,48.7,34.8
White,2016,Minnesota,2185,4760630,45.9,32.4
White,2016,Mississippi,1191,1790820,66.5,49.2
White,2016,Missouri,2151,5141898,41.8,30.5
White,2016,Montana,306,946324,32.3,22.6
White,2016,Nebraska,612,1715806,35.7,26.2
White,2016,Nevada,622,2267822,27.4,26.4
White,2016,New Hampshire,428,1266167,33.8,25
White,2016,New Jersey,2223,6564595,33.9,22.4
White,2016,New Mexico,555,1742956,31.8,24.3
White,2016,New York,2925,14007968,20.9,14
White,2016,North Carolina,3500,7315221,47.8,37.9
White,2016,North Dakota,357,674630,52.9,35.6
White,2016,Ohio,4625,9697106,47.7,33.9
White,2016,Oklahoma,1447,3054808,47.4,36.6
White,2016,Oregon,1752,3665749,47.8,35.8
White,2016,Pennsylvania,3966,10656890,37.2,22.3
White,2016,Rhode Island,406,906089,44.8,27.2
White,2016,South Carolina,2020,3441510,58.7,46.4
White,2016,South Dakota,441,747000,59,37.8
White,2016,Tennessee,2953,5305294,55.7,45.1
White,2016,Texas,8336,22447449,37.1,39.1
White,2016,Utah,888,2822315,31.5,40
White,2016,Vermont,309,598811,51.6,36.1
White,2016,Virginia,2028,6010786,33.7,27.7
White,2016,Washington,3112,6002348,51.8,42.6
White,2016,West Virginia,773,1733549,44.6,32.2
White,2016,Wisconsin,2201,5111927,43.1,29.9
White,2016,Wyoming,138,550665,25.1,22
White,2017,Alabama,2136,3419705,62.5,46.7
White,2017,Alaska,81,512623,15.8,23.6
White,2017,Arizona,2940,5925685,49.6,36.1
White,2017,Arkansas,1294,2420319,53.5,39.7
White,2017,California,13865,29369542,47.2,40.8
White,2017,Colorado,1758,4982527,35.3,34.8
White,2017,Connecticut,1035,2922942,35.4,21.2
White,2017,Delaware,320,682095,46.9,30.7
White,2017,District of Columbia,40,318871,12.5,14.8
White,2017,Florida,6511,16488470,39.5,21.3
White,2017,Georgia,3472,6444657,53.9,48.8
White,2017,Hawaii,135,433320,31.2,27.3
White,2017,Idaho,661,1626437,40.6,36.9
White,2017,Illinois,3567,9988400,35.7,26.6
White,2017,Indiana,2613,5758280,45.4,35.6
White,2017,Iowa,1568,2895505,54.2,35.3
White,2017,Kansas,861,2562602,33.6,24.6
White,2017,Kentucky,1684,3959768,42.5,35.5
White,2017,Louisiana,1762,2988801,59,46.2
White,2017,Maine,595,1280369,46.5,30.5
White,2017,Maryland,910,3643426,25,17.8
White,2017,Massachusetts,1782,5666330,31.4,21
White,2017,Michigan,4082,8029056,50.8,35.9
White,2017,Minnesota,2426,4779768,50.8,35.6
White,2017,Mississippi,1303,1785378,73,53.1
White,2017,Missouri,2347,5152579,45.6,32.5
White,2017,Montana,277,952702,29.1,20.9
White,2017,Nebraska,674,1722394,39.1,28.5
