Race,Year,State,Population
White,2014,South Carolina,3343943
White,2014,South Dakota,740650
White,2014,Tennessee,5235081
White,2014,Texas,21851213
White,2014,Utah,2730417
White,2014,Vermont,602857
White,2014,Virginia,5985615
White,2014,Washington,5861584
White,2014,West Virginia,1752941
White,2014,Wisconsin,5109986
White,2014,Wyoming,548511
White,2015,Alabama,3418094
White,2015,Alaska,516494
White,2015,Arizona,5790662
White,2015,Arkansas,2404531
White,2015,California,29268218
White,2015,Colorado,4860059
White,2015,Connecticut,2944009
White,2015,Delaware,677149
White,2015,District of Columbia,301687
White,2015,Florida,15971454
White,2015,Georgia,6392399
White,2015,Hawaii,447725
White,2015,Idaho,1570040
White,2015,Illinois,10058772
White,2015,Indiana,5745559
White,2015,Iowa,2895570
White,2015,Kansas,2564958
White,2015,Kentucky,3945716
White,2015,Louisiana,2990198
White,2015,Maine,1276636
White,2015,Maryland,3652546
White,2015,Massachusetts,5663975
White,2015,Michigan,8018858
White,2015,Minnesota,4753022
White,2015,Mississippi,1797286
White,2015,Missouri,5137798
White,2015,Montana,937867
White,2015,Nebraska,1709900
White,2015,Nevada,2243778
White,2015,New Hampshire,1263680
White,2015,New Jersey,6596284
White,2015,New Mexico,1745634
White,2015,New York,14080073
White,2015,North Carolina,7259904
White,2015,North Dakota,678936
White,2015,Ohio,9722459
White,2015,Oklahoma,3052773
White,2015,Oregon,3614034
White,2015,Pennsylvania,10695940
White,2015,Rhode Island,908987
White,2015,South Carolina,3390607
White,2015,South Dakota,743966
White,2015,Tennessee,5267640
White,2015,Texas,22188899
White,2015,Utah,2774714
White,2015,Vermont,601224
White,2015,Virginia,6003584
White,2015,Washington,5923371
White,2015,West Virginia,1745625
White,2015,Wisconsin,5111213
White,2015,Wyoming,550547
White,2016,Alabama,3416909
White,2016,Alaska,516247
White,2016,Arizona,5867696
White,2016,Arkansas,2411255
White,2016,California,29284600
White,2016,Colorado,4932273
White,2016,Connecticut,2924274
White,2016,Delaware,679017
White,2016,District of Columbia,309313
White,2016,Florida,16228615
White,2016,Georgia,6410781
White,2016,Hawaii,435637
White,2016,Idaho,1596443
White,2016,Illinois,10006563
White,2016,Indiana,5744213
White,2016,Iowa,2894851
White,2016,Kansas,2561433
White,2016,Kentucky,3952664
White,2016,Louisiana,2993420
White,2016,Maine,1277480
White,2016,Maryland,3639880
White,2016,Massachusetts,5656810
White,2016,Michigan,8015307
White,2016,Minnesota,4760630
White,2016,Mississippi,1790820
White,2016,Missouri,5141898
White,2016,Montana,946324
White,2016,Nebraska,1715806
White,2016,Nevada,2267822
White,2016,New Hampshire,1266167
White,2016,New Jersey,6564595
White,2016,New Mexico,1742956
White,2016,New York,14007968
White,2016,North Carolina,7315221
White,2016,North Dakota,674630
White,2016,Ohio,9697106
White,2016,Oklahoma,3054808
White,2016,Oregon,3665749
White,2016,Pennsylvania,10656890
White,2016,Rhode Island,906089
White,2016,South Carolina,3441510
White,2016,South Dakota,747000
White,2016,Tennessee,5305294
White,2016,Texas,22447449
White,2016,Utah,2822315
White,2016,Vermont,598811
White,2016,Virginia,6010786
White,2016,Washington,6002348
White,2016,West Virginia,1733549
White,2016,Wisconsin,5111927
White,2016,Wyoming,550665
White,2017,Alabama,3419705
White,2017,Alaska,512623
White,2017,Arizona,5925685
White,2017,Arkansas,2420319
White,2017,California,29369542
White,2017,Colorado,4982527
White,2017,Connecticut,2922942
White,2017,Delaware,682095
White,2017,District of Columbia,318871
White,2017,Florida,16488470
White,2017,Georgia,6444657
White,2017,Hawaii,433320
White,2017,Idaho,1626437
White,2017,Illinois,9988400
White,2017,Indiana,5758280
White,2017,Iowa,2895505
White,2017,Kansas,2562602
White,2017,Kentucky,3959768
White,2017,Louisiana,2988801
White,2017,Maine,1280369
White,2017,Maryland,3643426
White,2017,Massachusetts,5666330
White,2017,Michigan,8029056
White,2017,Minnesota,4779768
White,2017,Mississippi,1785378
White,2017,Missouri,5152579
White,2017,Montana,952702
White,2017,Nebraska,1722394
White,2017,Nevada,2297024
White,2017,New Hampshire,1271499
White,2017,New Jersey,6583130
White,2017,New Mexico,1740703
White,2017,New York,14023221
White,2017,North Carolina,7390201
White,2017,North Dakota,670004
White,2017,Ohio,9702995
White,2017,Oklahoma,3051867
White,2017,Oregon,3697722
White,2017,Pennsylvania,10637357
White,2017,Rhode Island,905231
White,2017,South Carolina,3486473
White,2017,South Dakota,748768
White,2017,Tennessee,5350680
White,2017,Texas,22728838
White,2017,Utah,2866353
White,2017,Vermont,597247
White,2017,Virginia,6027893
White,2017,Washington,6064494
White,2017,West Virginia,1719416
White,2017,Wisconsin,5117202
White,2017,Wyoming,544781
White,2018,Alabama,3426745
White,2018,Alaska,507912
White,2018,Arizona,6039570
White,2018,Arkansas,2424998
White,2018,California,29301825
White,2018,Colorado,5050401
White,2018,Connecticut,2903404
White,2018,Delaware,683930
White,2018,District of Columbia,326137
White,2018,Florida,16721748
White,2018,Georgia,6466753
White,2018,Hawaii,430497
White,2018,Idaho,1660028
White,2018,Illinois,9917646
White,2018,Indiana,5763803
White,2018,Iowa,2896007
White,2018,Kansas,2559361
White,2018,Kentucky,3966164
White,2018,Louisiana,2968719
White,2018,Maine,1281687
White,2018,Maryland,3628187
White,2018,Massachusetts,5670599
White,2018,Michigan,8041198
White,2018,Minnesota,4791431
White,2018,Mississippi,1785077
White,2018,Missouri,5156415
White,2018,Montana,962460
White,2018,Nebraska,1725837
White,2018,Nevada,2317575
White,2018,New Hampshire,1279355
White,2018,New Jersey,6511007
White,2018,New Mexico,1744329
White,2018,New York,13837347
White,2018,North Carolina,7451579
White,2018,North Dakota,670697
White,2018,Ohio,9698709
White,2018,Oklahoma,3056708
White,2018,Oregon,3728759
White,2018,Pennsylvania,10609745
White,2018,Rhode Island,901715
White,2018,South Carolina,3531746
White,2018,South Dakota,755314
White,2018,Tennessee,5391207
White,2018,Texas,22961663
White,2018,Utah,2913538
White,2018,Vermont,598200
White,2018,Virginia,6045867
White,2018,Washington,6128227
White,2018,West Virginia,1708531
White,2018,Wisconsin,5121396
White,2018,Wyoming,542483
White,2019,Alabama,3437480
White,2019,Alaska,503476
White,2019,Arizona,6118935
White,2019,Arkansas,2426008
White,2019,California,29203765
White,2019,Colorado,5099538
White,2019,Connecticut,2886404
White,2019,Delaware,686304
White,2019,District of Columbia,330479
White,2019,Florida,16854502
White,2019,Georgia,6501503
White,2019,Hawaii,428523
White,2019,Idaho,1691082
White,2019,Illinois,9854559
White,2019,Indiana,5780770
White,2019,Iowa,2891595
White,2019,Kansas,2558440
White,2019,Kentucky,3963276
White,2019,Louisiana,2958038
White,2019,Maine,1285624
White,2019,Maryland,3616873
White,2019,Massachusetts,5649253
White,2019,Michigan,8030450
White,2019,Minnesota,4798563
White,2019,Mississippi,1777310
White,2019,Missouri,5161380
White,2019,Montana,967929
White,2019,Nebraska,1726955
White,2019,Nevada,2344105
White,2019,New Hampshire,1281488
White,2019,New Jersey,6484830
White,2019,New Mexico,1742518
White,2019,New York,13767670
White,2019,North Carolina,7520342
White,2019,North Dakota,672030
White,2019,Ohio,9682405
White,2019,Oklahoma,3061110
White,2019,Oregon,3749684
White,2019,Pennsylvania,10583680
White,2019,Rhode Island,900386
White,2019,South Carolina,3581951
White,2019,South Dakota,758952
White,2019,Tennessee,5432785
White,2019,Texas,23152887
White,2019,Utah,2953540
White,2019,Vermont,596426
White,2019,Virginia,6053235
White,2019,Washington,6165296
White,2019,West Virginia,1695855
White,2019,Wisconsin,5126856
White,2019,Wyoming,543158
White,2020,Alabama,3445489
White,2020,Alaska,500604
White,2020,Arizona,6217929
White,2020,Arkansas,2430075
White,2020,California,28881215
White,2020,Colorado,5130909
White,2020,Connecticut,2862056
White,2020,Delaware,690968
White,2020,District of Columbia,335845
White,2020,Florida,17016011
White,2020,Georgia,6514563
White,2020,Hawaii,423120
White,2020,Idaho,1727195
White,2020,Illinois,9751287
White,2020,Indiana,5781775
White,2020,Iowa,2889308
White,2020,Kansas,2554397
White,2020,Kentucky,3963013
White,2020,Louisiana,2946293
White,2020,Maine,1289612
White,2020,Maryland,3595768
White,2020,Massachusetts,5619604
White,2020,Michigan,8004389
White,2020,Minnesota,4789648
White,2020,Mississippi,1768002
White,2020,Missouri,5167287
White,2020,Montana,978119
White,2020,Nebraska,1725392
White,2020,Nevada,2367706
White,2020,New Hampshire,1285020
White,2020,New Jersey,6440419
White,2020,New Mexico,1743560
White,2020,New York,13619969
White,2020,North Carolina,7575561
White,2020,North Dakota,673624
White,2020,Ohio,9653181
White,2020,Oklahoma,3063684
White,2020,Oregon,3762475
White,2020,Pennsylvania,10530577
White,2020,Rhode Island,895772
White,2020,South Carolina,3631407
White,2020,South Dakota,763985
White,2020,Tennessee,5475185
White,2020,Texas,23314879
White,2020,Utah,2989783
White,2020,Vermont,594964
White,2020,Virginia,6063666
White,2020,Washington,6190305
White,2020,West Virginia,1686512
White,2020,Wisconsin,5121088
White,2020,Wyoming,546461
